Measurement: I_leakage
  step	MIN(i(V1))	FROM	TO
  1565	-9.836e-06	-0.707	0.707
  1566	-8.96972e-06	-0.707	0.707
  1567	-9.33116e-06	-0.707	0.707
  1568	-8.14775e-06	-0.707	0.707
  1569	-7.32004e-06	-0.707	0.707
  1570	-6.91966e-06	-0.707	0.707
  1571	-9.25984e-06	-0.707	0.707
  1572	-1.05234e-05	-0.707	0.707
  1573	-8.92052e-06	-0.707	0.707
  1574	-6.96403e-06	-0.707	0.707
  1575	-7.48311e-06	-0.707	0.707
  1576	-4.84368e-06	-0.707	0.707
  1577	-8.08091e-06	-0.707	0.707
  1578	-8.5474e-06	-0.707	0.707
  1579	-7.3621e-06	-0.707	0.707
  1580	-1.03114e-05	-0.707	0.707
  1581	-9.00278e-06	-0.707	0.707
  1582	-9.13401e-06	-0.707	0.707
  1583	-6.21193e-06	-0.707	0.707
  1584	-7.73138e-06	-0.707	0.707
  1585	-8.83459e-06	-0.707	0.707
  1586	-9.99366e-06	-0.707	0.707
  1587	-9.44546e-06	-0.707	0.707
  1588	-9.69236e-06	-0.707	0.707
  1589	-8.69977e-06	-0.707	0.707
  1590	-7.86772e-06	-0.707	0.707
  1591	-9.68944e-06	-0.707	0.707
  1592	-7.76702e-06	-0.707	0.707
  1593	-7.72319e-06	-0.707	0.707
  1594	-1.02416e-05	-0.707	0.707
  1595	-7.40937e-06	-0.707	0.707
  1596	-6.82017e-06	-0.707	0.707
  1597	-8.04556e-06	-0.707	0.707
  1598	-8.62582e-06	-0.707	0.707
  1599	-9.42268e-06	-0.707	0.707
  1600	-8.22551e-06	-0.707	0.707
  1601	-9.98847e-06	-0.707	0.707
  1602	-5.15192e-06	-0.707	0.707
  1603	-7.46711e-06	-0.707	0.707
  1604	-6.85232e-06	-0.707	0.707
  1605	-1.0661e-05	-0.707	0.707
  1606	-7.60451e-06	-0.707	0.707
  1607	-7.58152e-06	-0.707	0.707
  1608	-6.95863e-06	-0.707	0.707
  1609	-7.68377e-06	-0.707	0.707
  1610	-8.70781e-06	-0.707	0.707
  1611	-8.15108e-06	-0.707	0.707
  1612	-8.1878e-06	-0.707	0.707
  1613	-7.19039e-06	-0.707	0.707
  1614	-6.62393e-06	-0.707	0.707
  1615	-8.71666e-06	-0.707	0.707
  1616	-8.81493e-06	-0.707	0.707
  1617	-8.33965e-06	-0.707	0.707
  1618	-6.26731e-06	-0.707	0.707
  1619	-8.07923e-06	-0.707	0.707
  1620	-7.46847e-06	-0.707	0.707
  1621	-6.73539e-06	-0.707	0.707
  1622	-9.20866e-06	-0.707	0.707
  1623	-8.35886e-06	-0.707	0.707
  1624	-7.27994e-06	-0.707	0.707
  1625	-7.63406e-06	-0.707	0.707
  1626	-9.16313e-06	-0.707	0.707
  1627	-1.10394e-05	-0.707	0.707
  1628	-8.27256e-06	-0.707	0.707
  1629	-6.28029e-06	-0.707	0.707
  1630	-6.18454e-06	-0.707	0.707
  1631	-9.32388e-06	-0.707	0.707
  1632	-5.19422e-06	-0.707	0.707
  1633	-9.33554e-06	-0.707	0.707
  1634	-6.22083e-06	-0.707	0.707
  1635	-1.04787e-05	-0.707	0.707
  1636	-8.00525e-06	-0.707	0.707
  1637	-9.18772e-06	-0.707	0.707
  1638	-9.02842e-06	-0.707	0.707
  1639	-5.16849e-06	-0.707	0.707
  1640	-8.37925e-06	-0.707	0.707
  1641	-7.91959e-06	-0.707	0.707
  1642	-9.74863e-06	-0.707	0.707
  1643	-5.76923e-06	-0.707	0.707
  1644	-6.5334e-06	-0.707	0.707
  1645	-7.42746e-06	-0.707	0.707
  1646	-9.15426e-06	-0.707	0.707
  1647	-8.13567e-06	-0.707	0.707
  1648	-1.10282e-05	-0.707	0.707
  1649	-8.17713e-06	-0.707	0.707
  1650	-1.03603e-05	-0.707	0.707
  1651	-1.08516e-05	-0.707	0.707
  1652	-9.00151e-06	-0.707	0.707
  1653	-8.50468e-06	-0.707	0.707
  1654	-9.75541e-06	-0.707	0.707
  1655	-8.01219e-06	-0.707	0.707
  1656	-8.86329e-06	-0.707	0.707
  1657	-8.04202e-06	-0.707	0.707
  1658	-7.66034e-06	-0.707	0.707
  1659	-7.17129e-06	-0.707	0.707
  1660	-1.19336e-05	-0.707	0.707
  1661	-7.3218e-06	-0.707	0.707
  1662	-8.23194e-06	-0.707	0.707
  1663	-1.04436e-05	-0.707	0.707
  1664	-6.48372e-06	-0.707	0.707
  1665	-9.66526e-06	-0.707	0.707
  1666	-9.63272e-06	-0.707	0.707
  1667	-6.17911e-06	-0.707	0.707
  1668	-1.09982e-05	-0.707	0.707
  1669	-8.74769e-06	-0.707	0.707
  1670	-6.29732e-06	-0.707	0.707
  1671	-7.62063e-06	-0.707	0.707
  1672	-1.14081e-05	-0.707	0.707
  1673	-9.63873e-06	-0.707	0.707
  1674	-6.75739e-06	-0.707	0.707
  1675	-8.36416e-06	-0.707	0.707
  1676	-8.10588e-06	-0.707	0.707
  1677	-5.22902e-06	-0.707	0.707
  1678	-9.26226e-06	-0.707	0.707
  1679	-1.12135e-05	-0.707	0.707
  1680	-7.40419e-06	-0.707	0.707
  1681	-1.01874e-05	-0.707	0.707
  1682	-1.07133e-05	-0.707	0.707
  1683	-5.71011e-06	-0.707	0.707
  1684	-9.55913e-06	-0.707	0.707
  1685	-9.1057e-06	-0.707	0.707
  1686	-9.41668e-06	-0.707	0.707
  1687	-8.66271e-06	-0.707	0.707
  1688	-9.77488e-06	-0.707	0.707
  1689	-8.90692e-06	-0.707	0.707
  1690	-8.70732e-06	-0.707	0.707
  1691	-8.125e-06	-0.707	0.707
  1692	-7.58915e-06	-0.707	0.707
  1693	-1.39152e-05	-0.707	0.707
  1694	-1.04667e-05	-0.707	0.707
  1695	-8.69953e-06	-0.707	0.707
  1696	-8.84319e-06	-0.707	0.707
  1697	-7.92818e-06	-0.707	0.707
  1698	-9.69043e-06	-0.707	0.707
  1699	-6.83909e-06	-0.707	0.707
  1700	-1.01239e-05	-0.707	0.707
  1701	-9.18986e-06	-0.707	0.707
  1702	-9.25025e-06	-0.707	0.707
  1703	-7.13247e-06	-0.707	0.707
  1704	-7.58935e-06	-0.707	0.707
  1705	-6.10924e-06	-0.707	0.707
  1706	-5.61419e-06	-0.707	0.707
  1707	-8.6942e-06	-0.707	0.707
  1708	-9.52459e-06	-0.707	0.707
  1709	-7.632e-06	-0.707	0.707
  1710	-1.04782e-05	-0.707	0.707
  1711	-8.67504e-06	-0.707	0.707
  1712	-9.19709e-06	-0.707	0.707
  1713	-8.4655e-06	-0.707	0.707
  1714	-6.76117e-06	-0.707	0.707
  1715	-7.24892e-06	-0.707	0.707
  1716	-8.07926e-06	-0.707	0.707
  1717	-8.61501e-06	-0.707	0.707
  1718	-5.17454e-06	-0.707	0.707
  1719	-7.61597e-06	-0.707	0.707
  1720	-6.06368e-06	-0.707	0.707
  1721	-8.39132e-06	-0.707	0.707
  1722	-8.15265e-06	-0.707	0.707
  1723	-7.61535e-06	-0.707	0.707
  1724	-6.64957e-06	-0.707	0.707
  1725	-9.76852e-06	-0.707	0.707
  1726	-7.83729e-06	-0.707	0.707
  1727	-5.47375e-06	-0.707	0.707
  1728	-1.06741e-05	-0.707	0.707
  1729	-8.96421e-06	-0.707	0.707
  1730	-8.79907e-06	-0.707	0.707
  1731	-8.09133e-06	-0.707	0.707
  1732	-8.50385e-06	-0.707	0.707
  1733	-8.38122e-06	-0.707	0.707
  1734	-9.03334e-06	-0.707	0.707
  1735	-8.68511e-06	-0.707	0.707
  1736	-6.96993e-06	-0.707	0.707
  1737	-8.56323e-06	-0.707	0.707
  1738	-6.96236e-06	-0.707	0.707
  1739	-5.78013e-06	-0.707	0.707
  1740	-9.69723e-06	-0.707	0.707
  1741	-9.797e-06	-0.707	0.707
  1742	-8.71377e-06	-0.707	0.707
  1743	-6.75719e-06	-0.707	0.707
  1744	-8.49736e-06	-0.707	0.707
  1745	-7.31191e-06	-0.707	0.707
  1746	-7.65548e-06	-0.707	0.707
  1747	-1.26021e-05	-0.707	0.707
  1748	-7.8172e-06	-0.707	0.707
  1749	-7.95359e-06	-0.707	0.707
  1750	-7.19659e-06	-0.707	0.707
  1751	-6.56039e-06	-0.707	0.707
  1752	-5.20406e-06	-0.707	0.707
  1753	-9.52169e-06	-0.707	0.707
  1754	-8.83957e-06	-0.707	0.707
  1755	-8.16963e-06	-0.707	0.707
  1756	-9.97526e-06	-0.707	0.707
  1757	-7.40952e-06	-0.707	0.707
  1758	-1.28124e-05	-0.707	0.707
  1759	-7.66302e-06	-0.707	0.707
  1760	-9.83253e-06	-0.707	0.707
  1761	-7.50238e-06	-0.707	0.707
  1762	-8.45704e-06	-0.707	0.707
  1763	-9.54474e-06	-0.707	0.707
  1764	-8.71147e-06	-0.707	0.707
  1765	-8.8886e-06	-0.707	0.707
  1766	-7.88666e-06	-0.707	0.707
  1767	-1.16414e-05	-0.707	0.707
  1768	-4.85934e-06	-0.707	0.707
  1769	-1.00895e-05	-0.707	0.707
  1770	-9.62158e-06	-0.707	0.707
  1771	-8.72447e-06	-0.707	0.707
  1772	-6.78707e-06	-0.707	0.707
  1773	-7.38036e-06	-0.707	0.707
  1774	-6.43059e-06	-0.707	0.707
  1775	-7.03447e-06	-0.707	0.707
  1776	-7.29194e-06	-0.707	0.707
  1777	-7.50919e-06	-0.707	0.707
  1778	-7.40117e-06	-0.707	0.707
  1779	-7.25451e-06	-0.707	0.707
  1780	-1.08814e-05	-0.707	0.707
  1781	-8.15985e-06	-0.707	0.707
  1782	-8.39724e-06	-0.707	0.707
  1783	-7.94705e-06	-0.707	0.707
  1784	-7.89037e-06	-0.707	0.707
  1785	-7.64466e-06	-0.707	0.707
  1786	-8.38391e-06	-0.707	0.707
  1787	-1.15768e-05	-0.707	0.707
  1788	-6.0501e-06	-0.707	0.707
  1789	-7.79427e-06	-0.707	0.707
  1790	-9.22037e-06	-0.707	0.707
  1791	-8.26436e-06	-0.707	0.707
  1792	-7.79528e-06	-0.707	0.707
  1793	-7.49639e-06	-0.707	0.707
  1794	-8.73855e-06	-0.707	0.707
  1795	-1.16353e-05	-0.707	0.707
  1796	-9.75566e-06	-0.707	0.707
  1797	-9.10177e-06	-0.707	0.707
  1798	-1.04722e-05	-0.707	0.707
  1799	-9.57103e-06	-0.707	0.707
  1800	-6.36183e-06	-0.707	0.707
  1801	-7.17264e-06	-0.707	0.707
  1802	-9.17714e-06	-0.707	0.707
  1803	-6.66448e-06	-0.707	0.707
  1804	-9.02644e-06	-0.707	0.707
  1805	-6.84008e-06	-0.707	0.707
  1806	-1.11327e-05	-0.707	0.707
  1807	-7.57441e-06	-0.707	0.707
  1808	-7.20707e-06	-0.707	0.707
  1809	-6.6047e-06	-0.707	0.707
  1810	-8.65486e-06	-0.707	0.707
  1811	-6.72728e-06	-0.707	0.707
  1812	-8.69824e-06	-0.707	0.707
  1813	-6.96935e-06	-0.707	0.707
  1814	-8.69568e-06	-0.707	0.707
  1815	-6.05126e-06	-0.707	0.707
  1816	-7.6328e-06	-0.707	0.707
  1817	-1.05346e-05	-0.707	0.707
  1818	-8.93466e-06	-0.707	0.707
  1819	-8.38291e-06	-0.707	0.707
  1820	-5.85256e-06	-0.707	0.707
  1821	-7.15347e-06	-0.707	0.707
  1822	-9.48728e-06	-0.707	0.707
  1823	-7.82516e-06	-0.707	0.707
  1824	-7.12727e-06	-0.707	0.707
  1825	-1.06528e-05	-0.707	0.707
  1826	-6.93187e-06	-0.707	0.707
  1827	-8.28643e-06	-0.707	0.707
  1828	-7.51552e-06	-0.707	0.707
  1829	-9.8415e-06	-0.707	0.707
  1830	-6.77094e-06	-0.707	0.707
  1831	-7.87286e-06	-0.707	0.707
  1832	-8.57851e-06	-0.707	0.707
  1833	-9.09435e-06	-0.707	0.707
  1834	-9.01624e-06	-0.707	0.707
  1835	-8.94517e-06	-0.707	0.707
  1836	-7.07491e-06	-0.707	0.707
  1837	-9.84441e-06	-0.707	0.707
  1838	-6.85014e-06	-0.707	0.707
  1839	-8.9975e-06	-0.707	0.707
  1840	-7.41442e-06	-0.707	0.707
  1841	-5.57299e-06	-0.707	0.707
  1842	-6.65377e-06	-0.707	0.707
  1843	-7.49643e-06	-0.707	0.707
  1844	-7.51695e-06	-0.707	0.707
  1845	-1.10755e-05	-0.707	0.707
  1846	-7.99983e-06	-0.707	0.707
  1847	-5.26824e-06	-0.707	0.707
  1848	-6.8399e-06	-0.707	0.707
  1849	-9.76822e-06	-0.707	0.707
  1850	-7.49197e-06	-0.707	0.707
  1851	-9.80179e-06	-0.707	0.707
  1852	-6.88495e-06	-0.707	0.707
  1853	-1.08224e-05	-0.707	0.707
  1854	-7.88652e-06	-0.707	0.707
  1855	-6.90798e-06	-0.707	0.707
  1856	-1.13808e-05	-0.707	0.707
  1857	-8.34123e-06	-0.707	0.707
  1858	-7.48063e-06	-0.707	0.707
  1859	-1.00779e-05	-0.707	0.707
  1860	-6.79097e-06	-0.707	0.707
  1861	-1.0291e-05	-0.707	0.707
  1862	-7.83235e-06	-0.707	0.707
  1863	-6.96184e-06	-0.707	0.707
  1864	-1.14773e-05	-0.707	0.707
  1865	-7.06689e-06	-0.707	0.707
  1866	-1.01707e-05	-0.707	0.707
  1867	-8.46665e-06	-0.707	0.707
  1868	-8.08249e-06	-0.707	0.707
  1869	-8.09839e-06	-0.707	0.707
  1870	-1.05027e-05	-0.707	0.707
  1871	-8.15474e-06	-0.707	0.707
  1872	-8.3203e-06	-0.707	0.707
  1873	-8.50304e-06	-0.707	0.707
  1874	-1.03035e-05	-0.707	0.707
  1875	-7.89753e-06	-0.707	0.707
  1876	-5.41167e-06	-0.707	0.707
  1877	-7.03039e-06	-0.707	0.707
  1878	-9.30123e-06	-0.707	0.707
  1879	-8.34493e-06	-0.707	0.707
  1880	-8.01757e-06	-0.707	0.707
  1881	-9.02164e-06	-0.707	0.707
  1882	-1.16294e-05	-0.707	0.707
  1883	-5.50058e-06	-0.707	0.707
  1884	-1.14011e-05	-0.707	0.707
  1885	-8.05909e-06	-0.707	0.707
  1886	-1.11284e-05	-0.707	0.707
  1887	-6.56761e-06	-0.707	0.707
  1888	-8.2549e-06	-0.707	0.707
  1889	-7.45098e-06	-0.707	0.707
  1890	-8.61291e-06	-0.707	0.707
  1891	-7.09695e-06	-0.707	0.707
  1892	-8.31857e-06	-0.707	0.707
  1893	-7.84369e-06	-0.707	0.707
  1894	-8.32814e-06	-0.707	0.707
  1895	-6.88016e-06	-0.707	0.707
  1896	-9.79637e-06	-0.707	0.707
  1897	-6.73361e-06	-0.707	0.707
  1898	-6.81758e-06	-0.707	0.707
  1899	-6.73913e-06	-0.707	0.707
  1900	-6.34387e-06	-0.707	0.707
  1901	-9.04254e-06	-0.707	0.707
  1902	-1.15352e-05	-0.707	0.707
  1903	-7.85851e-06	-0.707	0.707
  1904	-9.89067e-06	-0.707	0.707
  1905	-7.7133e-06	-0.707	0.707
  1906	-7.45506e-06	-0.707	0.707
  1907	-7.8277e-06	-0.707	0.707
  1908	-8.03068e-06	-0.707	0.707
  1909	-8.8553e-06	-0.707	0.707
  1910	-7.69391e-06	-0.707	0.707
  1911	-5.70642e-06	-0.707	0.707
  1912	-1.06584e-05	-0.707	0.707
  1913	-8.02662e-06	-0.707	0.707
  1914	-8.03715e-06	-0.707	0.707
  1915	-8.74763e-06	-0.707	0.707
  1916	-9.15773e-06	-0.707	0.707
  1917	-9.43716e-06	-0.707	0.707
  1918	-6.45578e-06	-0.707	0.707
  1919	-9.57653e-06	-0.707	0.707
  1920	-7.38845e-06	-0.707	0.707
  1921	-7.55668e-06	-0.707	0.707
  1922	-8.91504e-06	-0.707	0.707
  1923	-7.68427e-06	-0.707	0.707
  1924	-8.62295e-06	-0.707	0.707
  1925	-8.90049e-06	-0.707	0.707
  1926	-5.92513e-06	-0.707	0.707
  1927	-9.65468e-06	-0.707	0.707
  1928	-7.18636e-06	-0.707	0.707
  1929	-6.55635e-06	-0.707	0.707
  1930	-9.46272e-06	-0.707	0.707
  1931	-7.47272e-06	-0.707	0.707
  1932	-5.93852e-06	-0.707	0.707
  1933	-1.02528e-05	-0.707	0.707
  1934	-1.01806e-05	-0.707	0.707
  1935	-8.40136e-06	-0.707	0.707
  1936	-5.58046e-06	-0.707	0.707
  1937	-8.70625e-06	-0.707	0.707
  1938	-7.00839e-06	-0.707	0.707
  1939	-9.50549e-06	-0.707	0.707
  1940	-7.97225e-06	-0.707	0.707
  1941	-9.24734e-06	-0.707	0.707
  1942	-1.23694e-05	-0.707	0.707
  1943	-8.60682e-06	-0.707	0.707
  1944	-9.05802e-06	-0.707	0.707
  1945	-7.66698e-06	-0.707	0.707
  1946	-7.21526e-06	-0.707	0.707
  1947	-6.43364e-06	-0.707	0.707
  1948	-7.81427e-06	-0.707	0.707
  1949	-9.34896e-06	-0.707	0.707
  1950	-1.34294e-05	-0.707	0.707
  1951	-8.45405e-06	-0.707	0.707
  1952	-8.43585e-06	-0.707	0.707
  1953	-9.07118e-06	-0.707	0.707
  1954	-8.52278e-06	-0.707	0.707
  1955	-8.89666e-06	-0.707	0.707
  1956	-5.90776e-06	-0.707	0.707
  1957	-7.05014e-06	-0.707	0.707
  1958	-8.43617e-06	-0.707	0.707
  1959	-6.82413e-06	-0.707	0.707
  1960	-1.39207e-05	-0.707	0.707
  1961	-5.77669e-06	-0.707	0.707
  1962	-9.75655e-06	-0.707	0.707
  1963	-9.27256e-06	-0.707	0.707
  1964	-1.06747e-05	-0.707	0.707
  1965	-8.59506e-06	-0.707	0.707
  1966	-1.03041e-05	-0.707	0.707
  1967	-8.84416e-06	-0.707	0.707
  1968	-7.18947e-06	-0.707	0.707
  1969	-8.37312e-06	-0.707	0.707
  1970	-5.88496e-06	-0.707	0.707
  1971	-9.80315e-06	-0.707	0.707
  1972	-9.63915e-06	-0.707	0.707
  1973	-8.41223e-06	-0.707	0.707
  1974	-9.46006e-06	-0.707	0.707
  1975	-8.75817e-06	-0.707	0.707
  1976	-6.24443e-06	-0.707	0.707
  1977	-7.2206e-06	-0.707	0.707
  1978	-9.54825e-06	-0.707	0.707
  1979	-9.31069e-06	-0.707	0.707
  1980	-5.76057e-06	-0.707	0.707
  1981	-7.78632e-06	-0.707	0.707
  1982	-7.57153e-06	-0.707	0.707
  1983	-7.90664e-06	-0.707	0.707
  1984	-7.03176e-06	-0.707	0.707
  1985	-7.24402e-06	-0.707	0.707
  1986	-8.09293e-06	-0.707	0.707
  1987	-1.093e-05	-0.707	0.707
  1988	-9.73171e-06	-0.707	0.707
  1989	-6.48928e-06	-0.707	0.707
  1990	-8.99284e-06	-0.707	0.707
  1991	-8.82884e-06	-0.707	0.707
  1992	-1.16666e-05	-0.707	0.707
  1993	-7.02196e-06	-0.707	0.707
  1994	-9.35304e-06	-0.707	0.707
  1995	-7.12745e-06	-0.707	0.707
  1996	-8.37617e-06	-0.707	0.707
  1997	-8.17269e-06	-0.707	0.707
  1998	-7.38047e-06	-0.707	0.707
  1999	-7.63343e-06	-0.707	0.707
  2000	-6.82173e-06	-0.707	0.707
  2001	-9.8054e-06	-0.707	0.707
  2002	-9.73688e-06	-0.707	0.707
  2003	-7.26602e-06	-0.707	0.707
  2004	-8.14194e-06	-0.707	0.707
  2005	-9.06835e-06	-0.707	0.707
  2006	-6.44839e-06	-0.707	0.707
  2007	-7.12499e-06	-0.707	0.707
  2008	-7.43654e-06	-0.707	0.707
  2009	-6.43954e-06	-0.707	0.707
  2010	-9.93429e-06	-0.707	0.707
  2011	-1.07849e-05	-0.707	0.707
  2012	-1.27588e-05	-0.707	0.707
  2013	-6.3741e-06	-0.707	0.707
  2014	-8.5812e-06	-0.707	0.707
  2015	-8.68793e-06	-0.707	0.707
  2016	-7.51546e-06	-0.707	0.707
  2017	-8.4758e-06	-0.707	0.707
  2018	-1.08677e-05	-0.707	0.707
  2019	-7.27126e-06	-0.707	0.707
  2020	-6.42031e-06	-0.707	0.707
  2021	-7.1297e-06	-0.707	0.707
  2022	-8.93731e-06	-0.707	0.707
  2023	-8.69614e-06	-0.707	0.707
  2024	-9.76272e-06	-0.707	0.707
  2025	-8.07665e-06	-0.707	0.707
  2026	-6.07103e-06	-0.707	0.707
  2027	-1.01479e-05	-0.707	0.707
  2028	-8.38195e-06	-0.707	0.707
  2029	-1.09055e-05	-0.707	0.707
  2030	-9.76184e-06	-0.707	0.707
  2031	-8.61437e-06	-0.707	0.707
  2032	-5.47776e-06	-0.707	0.707
  2033	-7.85238e-06	-0.707	0.707
  2034	-9.67962e-06	-0.707	0.707
  2035	-8.10778e-06	-0.707	0.707
  2036	-5.87403e-06	-0.707	0.707
  2037	-1.01792e-05	-0.707	0.707
  2038	-9.29781e-06	-0.707	0.707
  2039	-9.78299e-06	-0.707	0.707
  2040	-6.60679e-06	-0.707	0.707
  2041	-9.77391e-06	-0.707	0.707
  2042	-8.72189e-06	-0.707	0.707
  2043	-1.05541e-05	-0.707	0.707
  2044	-8.34214e-06	-0.707	0.707
  2045	-8.10526e-06	-0.707	0.707
  2046	-8.23853e-06	-0.707	0.707
  2047	-6.27621e-06	-0.707	0.707
  2048	-8.89613e-06	-0.707	0.707
  2049	-9.64755e-06	-0.707	0.707
  2050	-8.82333e-06	-0.707	0.707
  2051	-8.32324e-06	-0.707	0.707
  2052	-9.83038e-06	-0.707	0.707
  2053	-7.765e-06	-0.707	0.707
  2054	-4.77478e-06	-0.707	0.707
  2055	-8.33203e-06	-0.707	0.707
  2056	-5.00494e-06	-0.707	0.707
  2057	-7.27246e-06	-0.707	0.707
  2058	-7.4396e-06	-0.707	0.707
  2059	-7.24743e-06	-0.707	0.707
  2060	-8.36747e-06	-0.707	0.707
  2061	-8.05423e-06	-0.707	0.707
  2062	-8.35122e-06	-0.707	0.707
  2063	-9.01967e-06	-0.707	0.707
  2064	-8.38418e-06	-0.707	0.707
  2065	-1.01227e-05	-0.707	0.707
  2066	-6.98253e-06	-0.707	0.707
  2067	-8.59185e-06	-0.707	0.707
  2068	-8.04119e-06	-0.707	0.707
  2069	-7.55932e-06	-0.707	0.707
  2070	-7.34851e-06	-0.707	0.707
  2071	-1.01807e-05	-0.707	0.707
  2072	-8.78457e-06	-0.707	0.707
  2073	-1.15284e-05	-0.707	0.707
  2074	-8.48801e-06	-0.707	0.707
  2075	-1.04462e-05	-0.707	0.707
  2076	-8.46227e-06	-0.707	0.707
  2077	-8.48964e-06	-0.707	0.707
  2078	-8.45536e-06	-0.707	0.707
  2079	-7.89294e-06	-0.707	0.707
  2080	-8.56218e-06	-0.707	0.707
  2081	-9.99408e-06	-0.707	0.707
  2082	-8.61617e-06	-0.707	0.707
  2083	-9.37978e-06	-0.707	0.707
  2084	-7.72114e-06	-0.707	0.707
  2085	-8.33567e-06	-0.707	0.707
  2086	-1.2221e-05	-0.707	0.707
  2087	-6.78358e-06	-0.707	0.707
  2088	-1.33804e-05	-0.707	0.707
  2089	-1.12884e-05	-0.707	0.707
  2090	-9.01516e-06	-0.707	0.707
  2091	-8.0576e-06	-0.707	0.707
  2092	-8.10835e-06	-0.707	0.707
  2093	-8.21241e-06	-0.707	0.707
  2094	-7.63704e-06	-0.707	0.707
  2095	-6.37831e-06	-0.707	0.707
  2096	-8.12596e-06	-0.707	0.707
  2097	-5.84104e-06	-0.707	0.707
  2098	-6.49682e-06	-0.707	0.707
  2099	-4.46853e-06	-0.707	0.707
  2100	-6.54634e-06	-0.707	0.707
  2101	-8.00215e-06	-0.707	0.707
  2102	-9.32291e-06	-0.707	0.707
  2103	-9.76226e-06	-0.707	0.707
  2104	-8.36436e-06	-0.707	0.707
  2105	-1.00877e-05	-0.707	0.707
  2106	-7.33537e-06	-0.707	0.707
  2107	-6.2485e-06	-0.707	0.707
  2108	-6.60497e-06	-0.707	0.707
  2109	-6.38312e-06	-0.707	0.707
  2110	-6.93499e-06	-0.707	0.707
  2111	-7.61755e-06	-0.707	0.707
  2112	-7.4273e-06	-0.707	0.707
  2113	-7.81204e-06	-0.707	0.707
  2114	-7.39929e-06	-0.707	0.707
  2115	-8.25168e-06	-0.707	0.707
  2116	-7.00845e-06	-0.707	0.707
  2117	-5.80082e-06	-0.707	0.707
  2118	-7.8017e-06	-0.707	0.707
  2119	-1.22326e-05	-0.707	0.707
  2120	-8.72049e-06	-0.707	0.707
  2121	-7.83613e-06	-0.707	0.707
  2122	-7.43471e-06	-0.707	0.707
  2123	-8.07371e-06	-0.707	0.707
  2124	-9.56016e-06	-0.707	0.707
  2125	-8.35499e-06	-0.707	0.707
  2126	-1.06978e-05	-0.707	0.707
  2127	-8.25126e-06	-0.707	0.707
  2128	-7.30614e-06	-0.707	0.707
  2129	-7.45081e-06	-0.707	0.707
  2130	-9.14589e-06	-0.707	0.707
  2131	-8.21231e-06	-0.707	0.707
  2132	-8.19605e-06	-0.707	0.707
  2133	-9.89461e-06	-0.707	0.707
  2134	-8.78676e-06	-0.707	0.707
  2135	-6.66678e-06	-0.707	0.707
  2136	-8.89176e-06	-0.707	0.707
  2137	-8.72549e-06	-0.707	0.707
  2138	-6.27904e-06	-0.707	0.707
  2139	-8.13894e-06	-0.707	0.707
  2140	-8.09415e-06	-0.707	0.707
  2141	-8.1054e-06	-0.707	0.707
  2142	-7.59185e-06	-0.707	0.707
  2143	-1.12912e-05	-0.707	0.707
  2144	-8.38114e-06	-0.707	0.707
  2145	-1.11303e-05	-0.707	0.707
  2146	-9.07898e-06	-0.707	0.707
  2147	-9.38954e-06	-0.707	0.707
  2148	-8.97866e-06	-0.707	0.707
  2149	-6.09996e-06	-0.707	0.707
  2150	-6.51899e-06	-0.707	0.707
  2151	-6.3078e-06	-0.707	0.707
  2152	-7.23363e-06	-0.707	0.707
  2153	-7.77623e-06	-0.707	0.707
  2154	-1.13423e-05	-0.707	0.707
  2155	-8.84354e-06	-0.707	0.707
  2156	-8.46544e-06	-0.707	0.707
  2157	-9.83662e-06	-0.707	0.707
  2158	-8.10499e-06	-0.707	0.707
  2159	-8.80807e-06	-0.707	0.707
  2160	-1.16755e-05	-0.707	0.707
  2161	-1.18045e-05	-0.707	0.707
  2162	-1.11243e-05	-0.707	0.707
  2163	-9.07779e-06	-0.707	0.707
  2164	-9.86272e-06	-0.707	0.707
  2165	-8.10869e-06	-0.707	0.707
  2166	-7.89089e-06	-0.707	0.707
  2167	-7.18304e-06	-0.707	0.707
  2168	-8.17581e-06	-0.707	0.707
  2169	-2.71517e-06	-0.707	0.707
  2170	-7.47944e-06	-0.707	0.707
  2171	-1.17558e-05	-0.707	0.707
  2172	-6.72257e-06	-0.707	0.707
  2173	-5.44917e-06	-0.707	0.707
  2174	-8.53982e-06	-0.707	0.707
  2175	-8.15655e-06	-0.707	0.707
  2176	-1.01001e-05	-0.707	0.707
  2177	-8.73058e-06	-0.707	0.707
  2178	-5.84995e-06	-0.707	0.707
  2179	-5.83845e-06	-0.707	0.707
  2180	-8.14872e-06	-0.707	0.707
  2181	-7.40546e-06	-0.707	0.707
  2182	-9.91011e-06	-0.707	0.707
  2183	-8.57746e-06	-0.707	0.707
  2184	-5.90632e-06	-0.707	0.707
  2185	-8.87964e-06	-0.707	0.707
  2186	-7.14594e-06	-0.707	0.707
  2187	-9.02788e-06	-0.707	0.707
  2188	-1.03606e-05	-0.707	0.707
  2189	-1.00783e-05	-0.707	0.707
  2190	-8.77689e-06	-0.707	0.707
  2191	-7.80809e-06	-0.707	0.707
  2192	-7.45058e-06	-0.707	0.707
  2193	-7.78867e-06	-0.707	0.707
  2194	-5.68152e-06	-0.707	0.707
  2195	-9.02857e-06	-0.707	0.707
  2196	-7.13815e-06	-0.707	0.707
  2197	-8.28306e-06	-0.707	0.707
  2198	-1.04718e-05	-0.707	0.707
  2199	-7.86903e-06	-0.707	0.707
