Measurement: I_leakage
  step	MIN(i(V1))	FROM	TO
  1618	-2.1858e-06	-0.566	0.566
  1619	-3.34333e-06	-0.566	0.566
  1620	-2.92631e-06	-0.566	0.566
  1621	-2.49521e-06	-0.566	0.566
  1622	-4.13881e-06	-0.566	0.566
  1623	-3.52445e-06	-0.566	0.566
  1624	-2.80292e-06	-0.566	0.566
  1625	-3.07157e-06	-0.566	0.566
  1626	-4.10749e-06	-0.566	0.566
  1627	-5.45507e-06	-0.566	0.566
  1628	-3.51146e-06	-0.566	0.566
  1629	-2.17709e-06	-0.566	0.566
  1630	-2.14094e-06	-0.566	0.566
  1631	-4.20713e-06	-0.566	0.566
  1632	-1.54531e-06	-0.566	0.566
  1633	-4.23004e-06	-0.566	0.566
  1634	-2.15085e-06	-0.566	0.566
  1635	-5.08791e-06	-0.566	0.566
  1636	-3.31404e-06	-0.566	0.566
  1637	-4.14204e-06	-0.566	0.566
  1638	-4.01001e-06	-0.566	0.566
  1639	-1.55241e-06	-0.566	0.566
  1640	-3.58456e-06	-0.566	0.566
  1641	-3.24627e-06	-0.566	0.566
  1642	-4.53834e-06	-0.566	0.566
  1643	-1.88299e-06	-0.566	0.566
  1644	-2.35796e-06	-0.566	0.566
  1645	-2.92058e-06	-0.566	0.566
  1646	-4.10754e-06	-0.566	0.566
  1647	-3.3945e-06	-0.566	0.566
  1648	-5.48556e-06	-0.566	0.566
  1649	-3.43133e-06	-0.566	0.566
  1650	-4.98835e-06	-0.566	0.566
  1651	-5.34064e-06	-0.566	0.566
  1652	-3.99593e-06	-0.566	0.566
  1653	-3.65048e-06	-0.566	0.566
  1654	-4.50547e-06	-0.566	0.566
  1655	-3.30118e-06	-0.566	0.566
  1656	-3.92503e-06	-0.566	0.566
  1657	-3.32637e-06	-0.566	0.566
  1658	-3.08199e-06	-0.566	0.566
  1659	-2.74844e-06	-0.566	0.566
  1660	-6.1327e-06	-0.566	0.566
  1661	-2.85558e-06	-0.566	0.566
  1662	-3.43178e-06	-0.566	0.566
  1663	-5.0005e-06	-0.566	0.566
  1664	-2.33822e-06	-0.566	0.566
  1665	-4.44401e-06	-0.566	0.566
  1666	-4.46615e-06	-0.566	0.566
  1667	-2.11762e-06	-0.566	0.566
  1668	-5.44755e-06	-0.566	0.566
  1669	-3.81011e-06	-0.566	0.566
  1670	-2.22158e-06	-0.566	0.566
  1671	-3.05064e-06	-0.566	0.566
  1672	-5.74632e-06	-0.566	0.566
  1673	-4.45858e-06	-0.566	0.566
  1674	-2.48556e-06	-0.566	0.566
  1675	-3.53995e-06	-0.566	0.566
  1676	-3.36955e-06	-0.566	0.566
  1677	-1.58163e-06	-0.566	0.566
  1678	-4.17705e-06	-0.566	0.566
  1679	-5.6357e-06	-0.566	0.566
  1680	-2.88834e-06	-0.566	0.566
  1681	-4.87197e-06	-0.566	0.566
  1682	-5.23559e-06	-0.566	0.566
  1683	-1.85961e-06	-0.566	0.566
  1684	-4.39854e-06	-0.566	0.566
  1685	-4.06858e-06	-0.566	0.566
  1686	-4.32158e-06	-0.566	0.566
  1687	-3.74739e-06	-0.566	0.566
  1688	-4.58137e-06	-0.566	0.566
  1689	-3.95045e-06	-0.566	0.566
  1690	-3.77854e-06	-0.566	0.566
  1691	-3.37048e-06	-0.566	0.566
  1692	-3.01737e-06	-0.566	0.566
  1693	-7.67182e-06	-0.566	0.566
  1694	-5.05886e-06	-0.566	0.566
  1695	-3.76228e-06	-0.566	0.566
  1696	-3.89917e-06	-0.566	0.566
  1697	-3.25379e-06	-0.566	0.566
  1698	-4.47106e-06	-0.566	0.566
  1699	-2.53455e-06	-0.566	0.566
  1700	-4.79303e-06	-0.566	0.566
  1701	-4.13508e-06	-0.566	0.566
  1702	-4.17035e-06	-0.566	0.566
  1703	-2.72117e-06	-0.566	0.566
  1704	-3.02434e-06	-0.566	0.566
  1705	-2.08588e-06	-0.566	0.566
  1706	-1.78404e-06	-0.566	0.566
  1707	-3.78141e-06	-0.566	0.566
  1708	-4.37417e-06	-0.566	0.566
  1709	-3.05197e-06	-0.566	0.566
  1710	-5.0625e-06	-0.566	0.566
  1711	-3.76335e-06	-0.566	0.566
  1712	-4.15051e-06	-0.566	0.566
  1713	-3.62333e-06	-0.566	0.566
  1714	-2.48696e-06	-0.566	0.566
  1715	-2.80667e-06	-0.566	0.566
  1716	-3.34884e-06	-0.566	0.566
  1717	-3.72775e-06	-0.566	0.566
  1718	-1.54992e-06	-0.566	0.566
  1719	-3.0329e-06	-0.566	0.566
  1720	-2.06736e-06	-0.566	0.566
  1721	-3.58118e-06	-0.566	0.566
  1722	-3.39895e-06	-0.566	0.566
  1723	-3.02909e-06	-0.566	0.566
  1724	-2.41998e-06	-0.566	0.566
  1725	-4.53216e-06	-0.566	0.566
  1726	-3.17938e-06	-0.566	0.566
  1727	-1.72834e-06	-0.566	0.566
  1728	-5.20816e-06	-0.566	0.566
  1729	-3.94639e-06	-0.566	0.566
  1730	-3.84643e-06	-0.566	0.566
  1731	-3.3833e-06	-0.566	0.566
  1732	-3.64003e-06	-0.566	0.566
  1733	-3.56384e-06	-0.566	0.566
  1734	-4.01683e-06	-0.566	0.566
  1735	-3.76911e-06	-0.566	0.566
  1736	-2.63277e-06	-0.566	0.566
  1737	-3.68672e-06	-0.566	0.566
  1738	-2.60331e-06	-0.566	0.566
  1739	-1.8823e-06	-0.566	0.566
  1740	-4.51137e-06	-0.566	0.566
  1741	-4.54174e-06	-0.566	0.566
  1742	-3.78641e-06	-0.566	0.566
  1743	-2.48371e-06	-0.566	0.566
  1744	-3.66385e-06	-0.566	0.566
  1745	-2.82731e-06	-0.566	0.566
  1746	-3.08053e-06	-0.566	0.566
  1747	-6.63555e-06	-0.566	0.566
  1748	-3.15196e-06	-0.566	0.566
  1749	-3.24218e-06	-0.566	0.566
  1750	-2.7755e-06	-0.566	0.566
  1751	-2.34221e-06	-0.566	0.566
  1752	-1.56747e-06	-0.566	0.566
  1753	-4.37496e-06	-0.566	0.566
  1754	-3.90017e-06	-0.566	0.566
  1755	-3.40872e-06	-0.566	0.566
  1756	-4.69478e-06	-0.566	0.566
  1757	-2.87774e-06	-0.566	0.566
  1758	-6.78631e-06	-0.566	0.566
  1759	-3.07624e-06	-0.566	0.566
  1760	-4.57663e-06	-0.566	0.566
  1761	-2.98277e-06	-0.566	0.566
  1762	-3.61005e-06	-0.566	0.566
  1763	-4.4081e-06	-0.566	0.566
  1764	-3.77296e-06	-0.566	0.566
  1765	-3.90737e-06	-0.566	0.566
  1766	-3.19267e-06	-0.566	0.566
  1767	-5.90483e-06	-0.566	0.566
  1768	-1.37709e-06	-0.566	0.566
  1769	-4.75843e-06	-0.566	0.566
  1770	-4.4567e-06	-0.566	0.566
  1771	-3.81391e-06	-0.566	0.566
  1772	-2.50389e-06	-0.566	0.566
  1773	-2.88387e-06	-0.566	0.566
  1774	-2.26496e-06	-0.566	0.566
  1775	-2.6622e-06	-0.566	0.566
  1776	-2.83414e-06	-0.566	0.566
  1777	-2.96089e-06	-0.566	0.566
  1778	-2.90945e-06	-0.566	0.566
  1779	-2.82485e-06	-0.566	0.566
  1780	-5.39486e-06	-0.566	0.566
  1781	-3.41547e-06	-0.566	0.566
  1782	-3.56778e-06	-0.566	0.566
  1783	-3.25651e-06	-0.566	0.566
  1784	-3.24655e-06	-0.566	0.566
  1785	-3.04908e-06	-0.566	0.566
  1786	-3.5625e-06	-0.566	0.566
  1787	-5.86194e-06	-0.566	0.566
  1788	-2.05635e-06	-0.566	0.566
  1789	-3.15313e-06	-0.566	0.566
  1790	-4.13626e-06	-0.566	0.566
  1791	-3.48726e-06	-0.566	0.566
  1792	-3.16829e-06	-0.566	0.566
  1793	-2.95377e-06	-0.566	0.566
  1794	-3.80901e-06	-0.566	0.566
  1795	-5.92646e-06	-0.566	0.566
  1796	-4.51863e-06	-0.566	0.566
  1797	-4.07969e-06	-0.566	0.566
  1798	-5.06564e-06	-0.566	0.566
  1799	-4.40905e-06	-0.566	0.566
  1800	-2.24502e-06	-0.566	0.566
  1801	-2.75795e-06	-0.566	0.566
  1802	-4.12042e-06	-0.566	0.566
  1803	-2.43855e-06	-0.566	0.566
  1804	-4.00597e-06	-0.566	0.566
  1805	-2.53796e-06	-0.566	0.566
  1806	-5.54778e-06	-0.566	0.566
  1807	-3.02655e-06	-0.566	0.566
  1808	-2.78e-06	-0.566	0.566
  1809	-2.36939e-06	-0.566	0.566
  1810	-3.75073e-06	-0.566	0.566
  1811	-2.49071e-06	-0.566	0.566
  1812	-3.77806e-06	-0.566	0.566
  1813	-2.62295e-06	-0.566	0.566
  1814	-3.77832e-06	-0.566	0.566
  1815	-2.03431e-06	-0.566	0.566
  1816	-3.04946e-06	-0.566	0.566
  1817	-5.10278e-06	-0.566	0.566
  1818	-3.94087e-06	-0.566	0.566
  1819	-3.55799e-06	-0.566	0.566
  1820	-1.93925e-06	-0.566	0.566
  1821	-2.73466e-06	-0.566	0.566
  1822	-4.34683e-06	-0.566	0.566
  1823	-3.16183e-06	-0.566	0.566
  1824	-2.71488e-06	-0.566	0.566
  1825	-5.18338e-06	-0.566	0.566
  1826	-2.59701e-06	-0.566	0.566
  1827	-3.48324e-06	-0.566	0.566
  1828	-2.98196e-06	-0.566	0.566
  1829	-4.59705e-06	-0.566	0.566
  1830	-2.49016e-06	-0.566	0.566
  1831	-3.23088e-06	-0.566	0.566
  1832	-3.72247e-06	-0.566	0.566
  1833	-4.07219e-06	-0.566	0.566
  1834	-3.99641e-06	-0.566	0.566
  1835	-3.92489e-06	-0.566	0.566
  1836	-2.67409e-06	-0.566	0.566
  1837	-4.61901e-06	-0.566	0.566
  1838	-2.54604e-06	-0.566	0.566
  1839	-3.97196e-06	-0.566	0.566
  1840	-2.91006e-06	-0.566	0.566
  1841	-1.77473e-06	-0.566	0.566
  1842	-2.40971e-06	-0.566	0.566
  1843	-2.95831e-06	-0.566	0.566
  1844	-2.98019e-06	-0.566	0.566
  1845	-5.50528e-06	-0.566	0.566
  1846	-3.30539e-06	-0.566	0.566
  1847	-1.59995e-06	-0.566	0.566
  1848	-2.5406e-06	-0.566	0.566
  1849	-4.55262e-06	-0.566	0.566
  1850	-2.96159e-06	-0.566	0.566
  1851	-4.56046e-06	-0.566	0.566
  1852	-2.55518e-06	-0.566	0.566
  1853	-5.3262e-06	-0.566	0.566
  1854	-3.23797e-06	-0.566	0.566
  1855	-2.57034e-06	-0.566	0.566
  1856	-5.74803e-06	-0.566	0.566
  1857	-3.53711e-06	-0.566	0.566
  1858	-2.94413e-06	-0.566	0.566
  1859	-4.76791e-06	-0.566	0.566
  1860	-2.50686e-06	-0.566	0.566
  1861	-4.94177e-06	-0.566	0.566
  1862	-3.171e-06	-0.566	0.566
  1863	-2.60111e-06	-0.566	0.566
  1864	-5.7734e-06	-0.566	0.566
  1865	-2.69526e-06	-0.566	0.566
  1866	-4.81637e-06	-0.566	0.566
  1867	-3.62262e-06	-0.566	0.566
  1868	-3.33348e-06	-0.566	0.566
  1869	-3.39858e-06	-0.566	0.566
  1870	-5.04809e-06	-0.566	0.566
  1871	-3.39102e-06	-0.566	0.566
  1872	-3.52692e-06	-0.566	0.566
  1873	-3.64549e-06	-0.566	0.566
  1874	-4.93993e-06	-0.566	0.566
  1875	-3.23825e-06	-0.566	0.566
  1876	-1.6865e-06	-0.566	0.566
  1877	-2.6741e-06	-0.566	0.566
  1878	-4.20526e-06	-0.566	0.566
  1879	-3.53399e-06	-0.566	0.566
  1880	-3.32907e-06	-0.566	0.566
  1881	-4.00888e-06	-0.566	0.566
  1882	-5.94674e-06	-0.566	0.566
  1883	-1.75506e-06	-0.566	0.566
  1884	-5.7543e-06	-0.566	0.566
  1885	-3.35763e-06	-0.566	0.566
  1886	-5.55525e-06	-0.566	0.566
  1887	-2.38754e-06	-0.566	0.566
  1888	-3.47037e-06	-0.566	0.566
  1889	-2.9374e-06	-0.566	0.566
  1890	-3.77449e-06	-0.566	0.566
  1891	-2.69307e-06	-0.566	0.566
  1892	-3.54277e-06	-0.566	0.566
  1893	-3.20373e-06	-0.566	0.566
  1894	-3.54266e-06	-0.566	0.566
  1895	-2.57936e-06	-0.566	0.566
  1896	-4.545e-06	-0.566	0.566
  1897	-2.47238e-06	-0.566	0.566
  1898	-2.52214e-06	-0.566	0.566
  1899	-2.48422e-06	-0.566	0.566
  1900	-2.21052e-06	-0.566	0.566
  1901	-4.02708e-06	-0.566	0.566
  1902	-5.84294e-06	-0.566	0.566
  1903	-3.20917e-06	-0.566	0.566
  1904	-4.62161e-06	-0.566	0.566
  1905	-3.08949e-06	-0.566	0.566
  1906	-2.93988e-06	-0.566	0.566
  1907	-3.17795e-06	-0.566	0.566
  1908	-3.30621e-06	-0.566	0.566
  1909	-3.88503e-06	-0.566	0.566
  1910	-3.07565e-06	-0.566	0.566
  1911	-1.83588e-06	-0.566	0.566
  1912	-5.18447e-06	-0.566	0.566
  1913	-3.32188e-06	-0.566	0.566
  1914	-3.34058e-06	-0.566	0.566
  1915	-3.79681e-06	-0.566	0.566
  1916	-4.10743e-06	-0.566	0.566
  1917	-4.29093e-06	-0.566	0.566
  1918	-2.30436e-06	-0.566	0.566
  1919	-4.3904e-06	-0.566	0.566
  1920	-2.90411e-06	-0.566	0.566
  1921	-3.01537e-06	-0.566	0.566
  1922	-3.92176e-06	-0.566	0.566
  1923	-3.10607e-06	-0.566	0.566
  1924	-3.75505e-06	-0.566	0.566
  1925	-3.93896e-06	-0.566	0.566
  1926	-1.97677e-06	-0.566	0.566
  1927	-4.42728e-06	-0.566	0.566
  1928	-2.77931e-06	-0.566	0.566
  1929	-2.35631e-06	-0.566	0.566
  1930	-4.32379e-06	-0.566	0.566
  1931	-2.94551e-06	-0.566	0.566
  1932	-1.97976e-06	-0.566	0.566
  1933	-4.89276e-06	-0.566	0.566
  1934	-4.84279e-06	-0.566	0.566
  1935	-3.58441e-06	-0.566	0.566
  1936	-1.78424e-06	-0.566	0.566
  1937	-3.76917e-06	-0.566	0.566
  1938	-2.66207e-06	-0.566	0.566
  1939	-4.37807e-06	-0.566	0.566
  1940	-3.32624e-06	-0.566	0.566
  1941	-4.16992e-06	-0.566	0.566
  1942	-6.47807e-06	-0.566	0.566
  1943	-3.73005e-06	-0.566	0.566
  1944	-4.05148e-06	-0.566	0.566
  1945	-3.07713e-06	-0.566	0.566
  1946	-2.78017e-06	-0.566	0.566
  1947	-2.27249e-06	-0.566	0.566
  1948	-3.17401e-06	-0.566	0.566
  1949	-4.24229e-06	-0.566	0.566
  1950	-7.27868e-06	-0.566	0.566
  1951	-3.62011e-06	-0.566	0.566
  1952	-3.61561e-06	-0.566	0.566
  1953	-4.05577e-06	-0.566	0.566
  1954	-3.66921e-06	-0.566	0.566
  1955	-3.90476e-06	-0.566	0.566
  1956	-1.97379e-06	-0.566	0.566
  1957	-2.6524e-06	-0.566	0.566
  1958	-3.59377e-06	-0.566	0.566
  1959	-2.50898e-06	-0.566	0.566
  1960	-7.66271e-06	-0.566	0.566
  1961	-1.8838e-06	-0.566	0.566
  1962	-4.53601e-06	-0.566	0.566
  1963	-4.2077e-06	-0.566	0.566
  1964	-5.21194e-06	-0.566	0.566
  1965	-3.71712e-06	-0.566	0.566
  1966	-4.90722e-06	-0.566	0.566
  1967	-3.8842e-06	-0.566	0.566
  1968	-2.78567e-06	-0.566	0.566
  1969	-3.55934e-06	-0.566	0.566
  1970	-1.94655e-06	-0.566	0.566
  1971	-4.5862e-06	-0.566	0.566
  1972	-4.47958e-06	-0.566	0.566
  1973	-3.59e-06	-0.566	0.566
  1974	-4.31896e-06	-0.566	0.566
  1975	-3.80833e-06	-0.566	0.566
  1976	-2.15579e-06	-0.566	0.566
  1977	-2.78401e-06	-0.566	0.566
  1978	-4.39729e-06	-0.566	0.566
  1979	-4.21672e-06	-0.566	0.566
  1980	-1.88219e-06	-0.566	0.566
  1981	-3.14765e-06	-0.566	0.566
  1982	-3.02042e-06	-0.566	0.566
  1983	-3.24161e-06	-0.566	0.566
  1984	-2.6424e-06	-0.566	0.566
  1985	-2.80173e-06	-0.566	0.566
  1986	-3.37244e-06	-0.566	0.566
  1987	-5.41406e-06	-0.566	0.566
  1988	-4.50842e-06	-0.566	0.566
  1989	-2.31593e-06	-0.566	0.566
  1990	-3.98937e-06	-0.566	0.566
  1991	-3.8796e-06	-0.566	0.566
  1992	-5.97396e-06	-0.566	0.566
  1993	-2.63134e-06	-0.566	0.566
  1994	-4.2483e-06	-0.566	0.566
  1995	-2.73497e-06	-0.566	0.566
  1996	-3.58458e-06	-0.566	0.566
  1997	-3.4334e-06	-0.566	0.566
  1998	-2.89668e-06	-0.566	0.566
  1999	-3.0565e-06	-0.566	0.566
  2000	-2.52731e-06	-0.566	0.566
  2001	-4.54238e-06	-0.566	0.566
  2002	-4.50018e-06	-0.566	0.566
  2003	-2.82467e-06	-0.566	0.566
  2004	-3.38219e-06	-0.566	0.566
  2005	-4.04547e-06	-0.566	0.566
  2006	-2.28768e-06	-0.566	0.566
  2007	-2.71588e-06	-0.566	0.566
  2008	-2.93559e-06	-0.566	0.566
  2009	-2.2878e-06	-0.566	0.566
  2010	-4.68785e-06	-0.566	0.566
  2011	-5.29228e-06	-0.566	0.566
  2012	-6.75249e-06	-0.566	0.566
  2013	-2.24889e-06	-0.566	0.566
  2014	-3.67939e-06	-0.566	0.566
  2015	-3.77962e-06	-0.566	0.566
  2016	-2.95331e-06	-0.566	0.566
  2017	-3.61858e-06	-0.566	0.566
  2018	-5.34044e-06	-0.566	0.566
  2019	-2.83841e-06	-0.566	0.566
  2020	-2.26134e-06	-0.566	0.566
  2021	-2.71107e-06	-0.566	0.566
  2022	-3.96514e-06	-0.566	0.566
  2023	-3.79026e-06	-0.566	0.566
  2024	-4.54891e-06	-0.566	0.566
  2025	-3.33957e-06	-0.566	0.566
  2026	-2.075e-06	-0.566	0.566
  2027	-4.83739e-06	-0.566	0.566
  2028	-3.5332e-06	-0.566	0.566
  2029	-5.33707e-06	-0.566	0.566
  2030	-4.56002e-06	-0.566	0.566
  2031	-3.73621e-06	-0.566	0.566
  2032	-1.72307e-06	-0.566	0.566
  2033	-3.20115e-06	-0.566	0.566
  2034	-4.4387e-06	-0.566	0.566
  2035	-3.38547e-06	-0.566	0.566
  2036	-1.94641e-06	-0.566	0.566
  2037	-4.85813e-06	-0.566	0.566
  2038	-4.2053e-06	-0.566	0.566
  2039	-4.54591e-06	-0.566	0.566
  2040	-2.38193e-06	-0.566	0.566
  2041	-4.53381e-06	-0.566	0.566
  2042	-3.80772e-06	-0.566	0.566
  2043	-5.10471e-06	-0.566	0.566
  2044	-3.54008e-06	-0.566	0.566
  2045	-3.404e-06	-0.566	0.566
  2046	-3.45819e-06	-0.566	0.566
  2047	-2.20228e-06	-0.566	0.566
  2048	-3.91667e-06	-0.566	0.566
  2049	-4.44647e-06	-0.566	0.566
  2050	-3.87032e-06	-0.566	0.566
  2051	-3.50607e-06	-0.566	0.566
  2052	-4.58946e-06	-0.566	0.566
  2053	-3.15691e-06	-0.566	0.566
  2054	-1.31439e-06	-0.566	0.566
  2055	-3.54332e-06	-0.566	0.566
  2056	-1.46841e-06	-0.566	0.566
  2057	-2.82727e-06	-0.566	0.566
  2058	-2.93436e-06	-0.566	0.566
  2059	-2.82757e-06	-0.566	0.566
  2060	-3.53837e-06	-0.566	0.566
  2061	-3.30834e-06	-0.566	0.566
  2062	-3.53778e-06	-0.566	0.566
  2063	-4.00867e-06	-0.566	0.566
  2064	-3.58758e-06	-0.566	0.566
  2065	-4.78356e-06	-0.566	0.566
  2066	-2.63952e-06	-0.566	0.566
  2067	-3.72081e-06	-0.566	0.566
  2068	-3.33802e-06	-0.566	0.566
  2069	-3.00285e-06	-0.566	0.566
  2070	-2.89541e-06	-0.566	0.566
  2071	-4.83685e-06	-0.566	0.566
  2072	-3.82379e-06	-0.566	0.566
  2073	-5.81278e-06	-0.566	0.566
  2074	-3.64794e-06	-0.566	0.566
  2075	-5.02502e-06	-0.566	0.566
  2076	-3.64097e-06	-0.566	0.566
  2077	-3.61305e-06	-0.566	0.566
  2078	-3.63036e-06	-0.566	0.566
  2079	-3.21137e-06	-0.566	0.566
  2080	-3.72154e-06	-0.566	0.566
  2081	-4.69704e-06	-0.566	0.566
  2082	-3.74133e-06	-0.566	0.566
  2083	-4.24368e-06	-0.566	0.566
  2084	-3.12095e-06	-0.566	0.566
  2085	-3.54666e-06	-0.566	0.566
  2086	-6.35442e-06	-0.566	0.566
  2087	-2.48109e-06	-0.566	0.566
  2088	-7.2882e-06	-0.566	0.566
  2089	-5.65545e-06	-0.566	0.566
  2090	-4.01526e-06	-0.566	0.566
  2091	-3.36359e-06	-0.566	0.566
  2092	-3.39967e-06	-0.566	0.566
  2093	-3.43767e-06	-0.566	0.566
  2094	-3.06675e-06	-0.566	0.566
  2095	-2.26077e-06	-0.566	0.566
  2096	-3.3755e-06	-0.566	0.566
  2097	-1.94318e-06	-0.566	0.566
  2098	-2.33108e-06	-0.566	0.566
  2099	-1.17348e-06	-0.566	0.566
  2100	-2.33349e-06	-0.566	0.566
  2101	-3.33411e-06	-0.566	0.566
  2102	-4.22538e-06	-0.566	0.566
  2103	-4.5347e-06	-0.566	0.566
  2104	-3.55312e-06	-0.566	0.566
  2105	-4.75261e-06	-0.566	0.566
  2106	-2.85248e-06	-0.566	0.566
  2107	-2.17289e-06	-0.566	0.566
  2108	-2.40102e-06	-0.566	0.566
  2109	-2.23523e-06	-0.566	0.566
  2110	-2.58163e-06	-0.566	0.566
  2111	-3.05425e-06	-0.566	0.566
  2112	-2.88137e-06	-0.566	0.566
  2113	-3.18092e-06	-0.566	0.566
  2114	-2.89481e-06	-0.566	0.566
  2115	-3.48994e-06	-0.566	0.566
  2116	-2.64386e-06	-0.566	0.566
  2117	-1.90406e-06	-0.566	0.566
  2118	-3.17575e-06	-0.566	0.566
  2119	-6.38763e-06	-0.566	0.566
  2120	-3.78604e-06	-0.566	0.566
  2121	-3.19163e-06	-0.566	0.566
  2122	-2.91605e-06	-0.566	0.566
  2123	-3.35612e-06	-0.566	0.566
  2124	-4.39543e-06	-0.566	0.566
  2125	-3.56601e-06	-0.566	0.566
  2126	-5.22924e-06	-0.566	0.566
  2127	-3.46355e-06	-0.566	0.566
  2128	-2.8338e-06	-0.566	0.566
  2129	-2.9218e-06	-0.566	0.566
  2130	-4.08625e-06	-0.566	0.566
  2131	-3.45645e-06	-0.566	0.566
  2132	-3.41086e-06	-0.566	0.566
  2133	-4.66722e-06	-0.566	0.566
  2134	-3.82336e-06	-0.566	0.566
  2135	-2.42277e-06	-0.566	0.566
  2136	-3.91177e-06	-0.566	0.566
  2137	-3.80865e-06	-0.566	0.566
  2138	-2.19956e-06	-0.566	0.566
  2139	-3.39497e-06	-0.566	0.566
  2140	-3.37285e-06	-0.566	0.566
  2141	-3.35684e-06	-0.566	0.566
  2142	-3.02536e-06	-0.566	0.566
  2143	-5.64937e-06	-0.566	0.566
  2144	-3.57842e-06	-0.566	0.566
  2145	-5.54607e-06	-0.566	0.566
  2146	-4.06213e-06	-0.566	0.566
  2147	-4.28169e-06	-0.566	0.566
  2148	-3.99304e-06	-0.566	0.566
  2149	-2.0902e-06	-0.566	0.566
  2150	-2.31333e-06	-0.566	0.566
  2151	-2.23868e-06	-0.566	0.566
  2152	-2.81118e-06	-0.566	0.566
  2153	-3.15177e-06	-0.566	0.566
  2154	-5.71127e-06	-0.566	0.566
  2155	-3.87686e-06	-0.566	0.566
  2156	-3.59969e-06	-0.566	0.566
  2157	-4.56198e-06	-0.566	0.566
  2158	-3.37432e-06	-0.566	0.566
  2159	-3.85886e-06	-0.566	0.566
  2160	-5.96187e-06	-0.566	0.566
  2161	-6.03674e-06	-0.566	0.566
  2162	-5.52745e-06	-0.566	0.566
  2163	-4.03366e-06	-0.566	0.566
  2164	-4.60998e-06	-0.566	0.566
  2165	-3.40193e-06	-0.566	0.566
  2166	-3.23558e-06	-0.566	0.566
  2167	-2.7703e-06	-0.566	0.566
  2168	-3.41386e-06	-0.566	0.566
  2169	-4.55149e-07	-0.566	0.566
  2170	-2.95706e-06	-0.566	0.566
  2171	-6.02586e-06	-0.566	0.566
  2172	-2.49127e-06	-0.566	0.566
  2173	-1.70826e-06	-0.566	0.566
  2174	-3.6888e-06	-0.566	0.566
  2175	-3.39905e-06	-0.566	0.566
  2176	-4.77078e-06	-0.566	0.566
  2177	-3.81815e-06	-0.566	0.566
  2178	-1.94407e-06	-0.566	0.566
  2179	-1.91973e-06	-0.566	0.566
  2180	-3.41187e-06	-0.566	0.566
  2181	-2.92337e-06	-0.566	0.566
  2182	-4.6539e-06	-0.566	0.566
  2183	-3.71367e-06	-0.566	0.566
  2184	-1.95879e-06	-0.566	0.566
  2185	-3.92713e-06	-0.566	0.566
  2186	-2.75685e-06	-0.566	0.566
  2187	-4.03975e-06	-0.566	0.566
  2188	-4.9624e-06	-0.566	0.566
  2189	-4.76098e-06	-0.566	0.566
  2190	-3.83419e-06	-0.566	0.566
  2191	-3.19549e-06	-0.566	0.566
  2192	-2.93919e-06	-0.566	0.566
  2193	-3.1615e-06	-0.566	0.566
  2194	-1.83964e-06	-0.566	0.566
  2195	-3.99206e-06	-0.566	0.566
  2196	-2.76489e-06	-0.566	0.566
  2197	-3.49498e-06	-0.566	0.566
  2198	-5.01586e-06	-0.566	0.566
  2199	-3.21211e-06	-0.566	0.566
  2200	-2.34537e-06	-0.566	0.566
  2201	-2.86509e-06	-0.566	0.566
  2202	-5.82117e-06	-0.566	0.566
  2203	-2.4333e-06	-0.566	0.566
  2204	-3.83614e-06	-0.566	0.566
  2205	-4.74215e-06	-0.566	0.566
  2206	-4.79607e-06	-0.566	0.566
  2207	-3.63605e-06	-0.566	0.566
  2208	-3.04353e-06	-0.566	0.566
  2209	-4.94028e-06	-0.566	0.566
  2210	-2.87656e-06	-0.566	0.566
  2211	-4.83968e-06	-0.566	0.566
  2212	-2.81817e-06	-0.566	0.566
  2213	-6.22232e-06	-0.566	0.566
  2214	-1.74244e-06	-0.566	0.566
  2215	-3.32326e-06	-0.566	0.566
  2216	-4.03835e-06	-0.566	0.566
  2217	-2.42493e-06	-0.566	0.566
  2218	-2.7078e-06	-0.566	0.566
  2219	-3.21604e-06	-0.566	0.566
  2220	-4.78498e-06	-0.566	0.566
  2221	-3.73385e-06	-0.566	0.566
  2222	-1.94066e-06	-0.566	0.566
  2223	-3.66716e-06	-0.566	0.566
  2224	-5.59904e-06	-0.566	0.566
  2225	-3.73871e-06	-0.566	0.566
  2226	-5.30158e-06	-0.566	0.566
  2227	-3.57193e-06	-0.566	0.566
  2228	-2.46177e-06	-0.566	0.566
  2229	-6.49726e-06	-0.566	0.566
  2230	-4.74669e-06	-0.566	0.566
  2231	-5.81023e-06	-0.566	0.566
  2232	-3.00145e-06	-0.566	0.566
  2233	-3.91295e-06	-0.566	0.566
  2234	-2.68332e-06	-0.566	0.566
  2235	-3.93792e-06	-0.566	0.566
  2236	-4.69804e-06	-0.566	0.566
  2237	-3.8384e-06	-0.566	0.566
  2238	-3.55648e-06	-0.566	0.566
  2239	-2.15418e-06	-0.566	0.566
  2240	-3.28655e-06	-0.566	0.566
  2241	-2.81077e-06	-0.566	0.566
  2242	-4.35243e-06	-0.566	0.566
  2243	-5.05579e-06	-0.566	0.566
  2244	-2.9036e-06	-0.566	0.566
  2245	-2.54665e-06	-0.566	0.566
  2246	-2.51726e-06	-0.566	0.566
  2247	-4.64315e-06	-0.566	0.566
  2248	-3.14365e-06	-0.566	0.566
  2249	-4.92439e-06	-0.566	0.566
  2250	-5.11888e-06	-0.566	0.566
  2251	-1.71946e-06	-0.566	0.566
  2252	-3.54421e-06	-0.566	0.566
