Measurement: I_leakage
  step	MIN(i(V1))	FROM	TO
  5170	-2.34191e-06	-0.566	0.566
  5171	-3.48523e-06	-0.566	0.566
  5172	-4.85068e-06	-0.566	0.566
  5173	-3.73262e-06	-0.566	0.566
  5174	-6.04297e-06	-0.566	0.566
  5175	-4.31193e-06	-0.566	0.566
  5176	-3.89718e-06	-0.566	0.566
  5177	-3.21026e-06	-0.566	0.566
  5178	-4.67427e-06	-0.566	0.566
  5179	-6.13514e-06	-0.566	0.566
  5180	-3.82416e-06	-0.566	0.566
  5181	-3.51807e-06	-0.566	0.566
  5182	-4.38013e-06	-0.566	0.566
  5183	-2.94445e-06	-0.566	0.566
  5184	-2.14982e-06	-0.566	0.566
  5185	-3.31781e-06	-0.566	0.566
  5186	-5.18189e-06	-0.566	0.566
  5187	-4.67318e-06	-0.566	0.566
  5188	-3.35215e-06	-0.566	0.566
  5189	-3.59854e-06	-0.566	0.566
  5190	-4.81609e-06	-0.566	0.566
  5191	-4.48977e-06	-0.566	0.566
  5192	-4.03426e-06	-0.566	0.566
  5193	-2.64167e-06	-0.566	0.566
  5194	-3.84081e-06	-0.566	0.566
  5195	-3.42289e-06	-0.566	0.566
  5196	-3.69697e-06	-0.566	0.566
  5197	-1.42195e-06	-0.566	0.566
  5198	-1.00274e-06	-0.566	0.566
  5199	-4.29181e-06	-0.566	0.566
  5200	-4.07441e-06	-0.566	0.566
  5201	-3.40942e-06	-0.566	0.566
  5202	-2.79563e-06	-0.566	0.566
  5203	-2.77428e-06	-0.566	0.566
  5204	-2.26801e-06	-0.566	0.566
  5205	-4.07088e-06	-0.566	0.566
  5206	-3.1007e-06	-0.566	0.566
  5207	-4.04881e-06	-0.566	0.566
  5208	-2.87656e-06	-0.566	0.566
  5209	-2.91947e-06	-0.566	0.566
  5210	-3.12259e-06	-0.566	0.566
  5211	-2.39176e-06	-0.566	0.566
  5212	-2.7517e-06	-0.566	0.566
  5213	-3.76353e-06	-0.566	0.566
  5214	-2.62082e-06	-0.566	0.566
  5215	-3.55061e-06	-0.566	0.566
  5216	-6.6033e-06	-0.566	0.566
  5217	-2.97136e-06	-0.566	0.566
  5218	-4.24108e-06	-0.566	0.566
  5219	-2.78877e-06	-0.566	0.566
  5220	-3.47342e-06	-0.566	0.566
  5221	-3.38058e-06	-0.566	0.566
  5222	-2.69335e-06	-0.566	0.566
  5223	-3.56186e-06	-0.566	0.566
  5224	-3.81966e-06	-0.566	0.566
  5225	-3.0434e-06	-0.566	0.566
  5226	-4.81626e-06	-0.566	0.566
  5227	-2.95294e-06	-0.566	0.566
  5228	-3.48809e-06	-0.566	0.566
  5229	-2.69023e-06	-0.566	0.566
  5230	-2.14602e-06	-0.566	0.566
  5231	-2.95738e-06	-0.566	0.566
  5232	-3.20164e-06	-0.566	0.566
  5233	-4.26503e-06	-0.566	0.566
  5234	-3.6772e-06	-0.566	0.566
  5235	-3.50444e-06	-0.566	0.566
  5236	-3.55685e-06	-0.566	0.566
  5237	-4.91768e-06	-0.566	0.566
  5238	-5.43926e-06	-0.566	0.566
  5239	-3.1458e-06	-0.566	0.566
  5240	-2.33641e-06	-0.566	0.566
  5241	-3.29958e-06	-0.566	0.566
  5242	-4.21683e-06	-0.566	0.566
  5243	-5.49174e-06	-0.566	0.566
  5244	-4.14132e-06	-0.566	0.566
  5245	-2.02007e-06	-0.566	0.566
  5246	-2.71807e-06	-0.566	0.566
  5247	-3.59333e-06	-0.566	0.566
  5248	-3.98662e-06	-0.566	0.566
  5249	-4.03412e-06	-0.566	0.566
  5250	-6.08514e-06	-0.566	0.566
  5251	-4.06539e-06	-0.566	0.566
  5252	-2.47348e-06	-0.566	0.566
  5253	-3.68639e-06	-0.566	0.566
  5254	-3.90282e-06	-0.566	0.566
  5255	-3.61407e-06	-0.566	0.566
  5256	-5.357e-06	-0.566	0.566
  5257	-4.3761e-06	-0.566	0.566
  5258	-1.36099e-06	-0.566	0.566
  5259	-7.29967e-06	-0.566	0.566
  5260	-6.48826e-06	-0.566	0.566
  5261	-2.97468e-06	-0.566	0.566
  5262	-4.63905e-06	-0.566	0.566
  5263	-2.52578e-06	-0.566	0.566
  5264	-5.01489e-06	-0.566	0.566
  5265	-3.22026e-06	-0.566	0.566
  5266	-3.59308e-06	-0.566	0.566
  5267	-3.45697e-06	-0.566	0.566
  5268	-3.47998e-06	-0.566	0.566
  5269	-3.73504e-06	-0.566	0.566
  5270	-3.20973e-06	-0.566	0.566
  5271	-3.72858e-06	-0.566	0.566
  5272	-3.00251e-06	-0.566	0.566
  5273	-4.12399e-06	-0.566	0.566
  5274	-3.8949e-06	-0.566	0.566
  5275	-5.2524e-06	-0.566	0.566
  5276	-3.03618e-06	-0.566	0.566
  5277	-3.88667e-06	-0.566	0.566
  5278	-3.29317e-06	-0.566	0.566
  5279	-5.19513e-06	-0.566	0.566
  5280	-3.3725e-06	-0.566	0.566
  5281	-2.03003e-06	-0.566	0.566
  5282	-6.02199e-06	-0.566	0.566
  5283	-4.19277e-06	-0.566	0.566
  5284	-2.27806e-06	-0.566	0.566
  5285	-2.85374e-06	-0.566	0.566
  5286	-2.83033e-06	-0.566	0.566
  5287	-3.12996e-06	-0.566	0.566
  5288	-3.18527e-06	-0.566	0.566
  5289	-3.55357e-06	-0.566	0.566
  5290	-2.67201e-06	-0.566	0.566
  5291	-3.71863e-06	-0.566	0.566
  5292	-2.87759e-06	-0.566	0.566
  5293	-4.00422e-06	-0.566	0.566
  5294	-2.86204e-06	-0.566	0.566
  5295	-3.96012e-06	-0.566	0.566
  5296	-3.39553e-06	-0.566	0.566
  5297	-4.59962e-06	-0.566	0.566
  5298	-3.37574e-06	-0.566	0.566
  5299	-3.96557e-06	-0.566	0.566
  5300	-4.56292e-06	-0.566	0.566
  5301	-3.77761e-06	-0.566	0.566
  5302	-3.67358e-06	-0.566	0.566
  5303	-5.45021e-06	-0.566	0.566
  5304	-4.3186e-06	-0.566	0.566
  5305	-3.63146e-06	-0.566	0.566
  5306	-2.52739e-06	-0.566	0.566
  5307	-4.08282e-06	-0.566	0.566
  5308	-5.55319e-06	-0.566	0.566
  5309	-4.23959e-06	-0.566	0.566
  5310	-3.62121e-06	-0.566	0.566
  5311	-4.2976e-06	-0.566	0.566
  5312	-4.09671e-06	-0.566	0.566
  5313	-3.01603e-06	-0.566	0.566
  5314	-3.14066e-06	-0.566	0.566
  5315	-4.22457e-06	-0.566	0.566
  5316	-2.91513e-06	-0.566	0.566
  5317	-3.82644e-06	-0.566	0.566
  5318	-2.21698e-06	-0.566	0.566
  5319	-3.45642e-06	-0.566	0.566
  5320	-3.64195e-06	-0.566	0.566
  5321	-2.26098e-06	-0.566	0.566
  5322	-4.97002e-06	-0.566	0.566
  5323	-3.17421e-06	-0.566	0.566
  5324	-5.2932e-06	-0.566	0.566
  5325	-4.07033e-06	-0.566	0.566
  5326	-3.52705e-06	-0.566	0.566
  5327	-5.20707e-06	-0.566	0.566
  5328	-2.76604e-06	-0.566	0.566
  5329	-4.68683e-06	-0.566	0.566
  5330	-4.39026e-06	-0.566	0.566
  5331	-3.83169e-06	-0.566	0.566
  5332	-2.75907e-06	-0.566	0.566
  5333	-3.64315e-06	-0.566	0.566
  5334	-3.86278e-06	-0.566	0.566
  5335	-3.80039e-06	-0.566	0.566
  5336	-3.20906e-06	-0.566	0.566
  5337	-3.2774e-06	-0.566	0.566
  5338	-3.05831e-06	-0.566	0.566
  5339	-3.09385e-06	-0.566	0.566
  5340	-2.8829e-06	-0.566	0.566
  5341	-1.63538e-06	-0.566	0.566
  5342	-7.79237e-06	-0.566	0.566
  5343	-2.90823e-06	-0.566	0.566
  5344	-4.50442e-06	-0.566	0.566
  5345	-3.22409e-06	-0.566	0.566
  5346	-3.77246e-06	-0.566	0.566
  5347	-3.9907e-06	-0.566	0.566
  5348	-3.54008e-06	-0.566	0.566
  5349	-3.68823e-06	-0.566	0.566
  5350	-2.72689e-06	-0.566	0.566
  5351	-3.8118e-06	-0.566	0.566
  5352	-4.19793e-06	-0.566	0.566
  5353	-3.59246e-06	-0.566	0.566
  5354	-3.05024e-06	-0.566	0.566
  5355	-4.65102e-06	-0.566	0.566
  5356	-4.60321e-06	-0.566	0.566
  5357	-2.53575e-06	-0.566	0.566
  5358	-4.01687e-06	-0.566	0.566
  5359	-7.20735e-06	-0.566	0.566
  5360	-4.56627e-06	-0.566	0.566
  5361	-3.87455e-06	-0.566	0.566
  5362	-6.72908e-06	-0.566	0.566
  5363	-2.86138e-06	-0.566	0.566
  5364	-3.25474e-06	-0.566	0.566
  5365	-5.88039e-06	-0.566	0.566
  5366	-3.99835e-06	-0.566	0.566
  5367	-2.75408e-06	-0.566	0.566
  5368	-3.15027e-06	-0.566	0.566
  5369	-2.72374e-06	-0.566	0.566
  5370	-4.17133e-06	-0.566	0.566
  5371	-3.72345e-06	-0.566	0.566
  5372	-4.73735e-06	-0.566	0.566
  5373	-3.10167e-06	-0.566	0.566
  5374	-2.97532e-06	-0.566	0.566
  5375	-2.75721e-06	-0.566	0.566
  5376	-2.65893e-06	-0.566	0.566
  5377	-1.68581e-06	-0.566	0.566
  5378	-3.72295e-06	-0.566	0.566
  5379	-5.17919e-06	-0.566	0.566
  5380	-3.67359e-06	-0.566	0.566
  5381	-2.80544e-06	-0.566	0.566
  5382	-2.88366e-06	-0.566	0.566
  5383	-3.22285e-06	-0.566	0.566
  5384	-3.15613e-06	-0.566	0.566
  5385	-2.80431e-06	-0.566	0.566
  5386	-2.46477e-06	-0.566	0.566
  5387	-3.85264e-06	-0.566	0.566
  5388	-4.02019e-06	-0.566	0.566
  5389	-5.08503e-06	-0.566	0.566
  5390	-3.75929e-06	-0.566	0.566
  5391	-2.07066e-06	-0.566	0.566
  5392	-2.87527e-06	-0.566	0.566
  5393	-3.63117e-06	-0.566	0.566
  5394	-4.73276e-06	-0.566	0.566
  5395	-3.41978e-06	-0.566	0.566
  5396	-4.98054e-06	-0.566	0.566
  5397	-5.85017e-06	-0.566	0.566
  5398	-4.37896e-06	-0.566	0.566
  5399	-4.33077e-06	-0.566	0.566
  5400	-5.14637e-06	-0.566	0.566
  5401	-4.29381e-06	-0.566	0.566
  5402	-3.5751e-06	-0.566	0.566
  5403	-3.63174e-06	-0.566	0.566
  5404	-2.48246e-06	-0.566	0.566
  5405	-5.6602e-06	-0.566	0.566
  5406	-4.48152e-06	-0.566	0.566
  5407	-1.13158e-06	-0.566	0.566
  5408	-4.67971e-06	-0.566	0.566
  5409	-3.71172e-06	-0.566	0.566
  5410	-4.14465e-06	-0.566	0.566
  5411	-3.53776e-06	-0.566	0.566
  5412	-4.1866e-06	-0.566	0.566
  5413	-2.7871e-06	-0.566	0.566
  5414	-1.42916e-06	-0.566	0.566
  5415	-4.07489e-06	-0.566	0.566
  5416	-3.71321e-06	-0.566	0.566
  5417	-3.91302e-06	-0.566	0.566
  5418	-3.33448e-06	-0.566	0.566
  5419	-3.75323e-06	-0.566	0.566
  5420	-2.11649e-06	-0.566	0.566
  5421	-3.24016e-06	-0.566	0.566
  5422	-2.67311e-06	-0.566	0.566
  5423	-3.54585e-06	-0.566	0.566
  5424	-2.32763e-06	-0.566	0.566
  5425	-2.79024e-06	-0.566	0.566
  5426	-3.64187e-06	-0.566	0.566
  5427	-2.01111e-06	-0.566	0.566
  5428	-3.92302e-06	-0.566	0.566
  5429	-3.0387e-06	-0.566	0.566
  5430	-2.88492e-06	-0.566	0.566
  5431	-4.17342e-06	-0.566	0.566
  5432	-3.84923e-06	-0.566	0.566
  5433	-2.92192e-06	-0.566	0.566
  5434	-3.29099e-06	-0.566	0.566
  5435	-2.44042e-06	-0.566	0.566
  5436	-2.72178e-06	-0.566	0.566
  5437	-2.15222e-06	-0.566	0.566
  5438	-2.4655e-06	-0.566	0.566
  5439	-1.67372e-06	-0.566	0.566
  5440	-3.66812e-06	-0.566	0.566
  5441	-3.41911e-06	-0.566	0.566
  5442	-6.32178e-06	-0.566	0.566
  5443	-4.7306e-06	-0.566	0.566
  5444	-3.25805e-06	-0.566	0.566
  5445	-3.7966e-06	-0.566	0.566
  5446	-3.74113e-06	-0.566	0.566
  5447	-5.46625e-06	-0.566	0.566
  5448	-2.44573e-06	-0.566	0.566
  5449	-2.5972e-06	-0.566	0.566
  5450	-3.59117e-06	-0.566	0.566
  5451	-3.71078e-06	-0.566	0.566
  5452	-3.56336e-06	-0.566	0.566
  5453	-3.17193e-06	-0.566	0.566
  5454	-4.03014e-06	-0.566	0.566
  5455	-2.91346e-06	-0.566	0.566
  5456	-3.33366e-06	-0.566	0.566
  5457	-2.66724e-06	-0.566	0.566
  5458	-1.22781e-06	-0.566	0.566
  5459	-5.3026e-06	-0.566	0.566
  5460	-5.91225e-06	-0.566	0.566
  5461	-4.4271e-06	-0.566	0.566
  5462	-1.69618e-06	-0.566	0.566
  5463	-4.44701e-06	-0.566	0.566
  5464	-2.39154e-06	-0.566	0.566
  5465	-2.74625e-06	-0.566	0.566
  5466	-4.48876e-06	-0.566	0.566
  5467	-3.17554e-06	-0.566	0.566
  5468	-3.08922e-06	-0.566	0.566
  5469	-3.76693e-06	-0.566	0.566
  5470	-1.89212e-06	-0.566	0.566
  5471	-4.79681e-06	-0.566	0.566
  5472	-3.50262e-06	-0.566	0.566
  5473	-2.12132e-06	-0.566	0.566
  5474	-4.56118e-06	-0.566	0.566
  5475	-3.35223e-06	-0.566	0.566
  5476	-2.82547e-06	-0.566	0.566
  5477	-2.4498e-06	-0.566	0.566
  5478	-4.63564e-06	-0.566	0.566
  5479	-2.2482e-06	-0.566	0.566
  5480	-2.4232e-06	-0.566	0.566
  5481	-3.89103e-06	-0.566	0.566
  5482	-2.38795e-06	-0.566	0.566
  5483	-3.84608e-06	-0.566	0.566
  5484	-3.68529e-06	-0.566	0.566
  5485	-3.83144e-06	-0.566	0.566
  5486	-2.79278e-06	-0.566	0.566
  5487	-4.39933e-06	-0.566	0.566
  5488	-2.80694e-06	-0.566	0.566
  5489	-3.33838e-06	-0.566	0.566
  5490	-3.39903e-06	-0.566	0.566
  5491	-3.17555e-06	-0.566	0.566
  5492	-2.77933e-06	-0.566	0.566
  5493	-3.35965e-06	-0.566	0.566
  5494	-3.50789e-06	-0.566	0.566
  5495	-4.41669e-06	-0.566	0.566
  5496	-2.70337e-06	-0.566	0.566
  5497	-2.723e-06	-0.566	0.566
  5498	-3.98753e-06	-0.566	0.566
  5499	-4.07586e-06	-0.566	0.566
  5500	-3.6283e-06	-0.566	0.566
  5501	-4.14824e-06	-0.566	0.566
  5502	-2.98584e-06	-0.566	0.566
  5503	-6.45617e-06	-0.566	0.566
  5504	-3.70234e-06	-0.566	0.566
  5505	-2.43976e-06	-0.566	0.566
  5506	-4.60727e-06	-0.566	0.566
  5507	-2.78799e-06	-0.566	0.566
  5508	-2.77459e-06	-0.566	0.566
  5509	-3.79889e-06	-0.566	0.566
  5510	-4.72458e-06	-0.566	0.566
  5511	-3.00359e-06	-0.566	0.566
  5512	-4.82158e-06	-0.566	0.566
  5513	-3.6529e-06	-0.566	0.566
  5514	-2.03083e-06	-0.566	0.566
  5515	-3.84423e-06	-0.566	0.566
  5516	-5.90852e-06	-0.566	0.566
  5517	-2.89572e-06	-0.566	0.566
  5518	-3.84181e-06	-0.566	0.566
  5519	-6.17016e-06	-0.566	0.566
  5520	-4.07203e-06	-0.566	0.566
  5521	-4.87681e-06	-0.566	0.566
  5522	-3.95492e-06	-0.566	0.566
  5523	-2.12435e-06	-0.566	0.566
  5524	-3.73234e-06	-0.566	0.566
  5525	-1.18409e-06	-0.566	0.566
  5526	-4.72494e-06	-0.566	0.566
  5527	-3.43219e-06	-0.566	0.566
  5528	-2.58639e-06	-0.566	0.566
  5529	-4.53296e-06	-0.566	0.566
  5530	-4.37823e-06	-0.566	0.566
  5531	-3.58128e-06	-0.566	0.566
  5532	-3.7437e-06	-0.566	0.566
  5533	-3.03503e-06	-0.566	0.566
  5534	-3.39834e-06	-0.566	0.566
  5535	-2.93788e-06	-0.566	0.566
  5536	-6.06532e-06	-0.566	0.566
  5537	-3.05561e-06	-0.566	0.566
  5538	-5.38735e-06	-0.566	0.566
  5539	-2.77056e-06	-0.566	0.566
  5540	-2.47194e-06	-0.566	0.566
  5541	-5.18517e-06	-0.566	0.566
  5542	-3.27558e-06	-0.566	0.566
  5543	-2.89362e-06	-0.566	0.566
  5544	-2.53301e-06	-0.566	0.566
  5545	-4.31891e-06	-0.566	0.566
  5546	-5.75371e-06	-0.566	0.566
  5547	-3.885e-06	-0.566	0.566
  5548	-2.85395e-06	-0.566	0.566
  5549	-1.90034e-06	-0.566	0.566
  5550	-2.3215e-06	-0.566	0.566
  5551	-3.89723e-06	-0.566	0.566
  5552	-3.7791e-06	-0.566	0.566
  5553	-2.53625e-06	-0.566	0.566
  5554	-2.1205e-06	-0.566	0.566
  5555	-4.11352e-06	-0.566	0.566
  5556	-4.49193e-06	-0.566	0.566
  5557	-4.48361e-06	-0.566	0.566
  5558	-3.31504e-06	-0.566	0.566
  5559	-3.80462e-06	-0.566	0.566
  5560	-3.94421e-06	-0.566	0.566
  5561	-3.33707e-06	-0.566	0.566
  5562	-5.43721e-06	-0.566	0.566
  5563	-4.72498e-06	-0.566	0.566
  5564	-2.34539e-06	-0.566	0.566
  5565	-4.08131e-06	-0.566	0.566
  5566	-3.03202e-06	-0.566	0.566
  5567	-2.91638e-06	-0.566	0.566
  5568	-3.42998e-06	-0.566	0.566
  5569	-5.61492e-06	-0.566	0.566
  5570	-1.84692e-06	-0.566	0.566
  5571	-2.76917e-06	-0.566	0.566
  5572	-3.98544e-06	-0.566	0.566
  5573	-3.46185e-06	-0.566	0.566
  5574	-4.63309e-06	-0.566	0.566
  5575	-3.77181e-06	-0.566	0.566
  5576	-2.36155e-06	-0.566	0.566
  5577	-3.23899e-06	-0.566	0.566
  5578	-4.02361e-06	-0.566	0.566
  5579	-4.06915e-06	-0.566	0.566
  5580	-2.43687e-06	-0.566	0.566
  5581	-3.76884e-06	-0.566	0.566
  5582	-2.48268e-06	-0.566	0.566
  5583	-4.61778e-06	-0.566	0.566
  5584	-4.40474e-06	-0.566	0.566
  5585	-3.28728e-06	-0.566	0.566
  5586	-4.13788e-06	-0.566	0.566
  5587	-2.97245e-06	-0.566	0.566
  5588	-3.62559e-06	-0.566	0.566
  5589	-2.17588e-06	-0.566	0.566
  5590	-2.92625e-06	-0.566	0.566
  5591	-3.21944e-06	-0.566	0.566
  5592	-7.21151e-06	-0.566	0.566
  5593	-4.14366e-06	-0.566	0.566
  5594	-3.81334e-06	-0.566	0.566
  5595	-1.67386e-06	-0.566	0.566
  5596	-3.24508e-06	-0.566	0.566
  5597	-4.05743e-06	-0.566	0.566
  5598	-2.36666e-06	-0.566	0.566
  5599	-5.89236e-06	-0.566	0.566
  5600	-3.7934e-06	-0.566	0.566
  5601	-5.49514e-06	-0.566	0.566
  5602	-3.54143e-06	-0.566	0.566
  5603	-2.23972e-06	-0.566	0.566
  5604	-3.48593e-06	-0.566	0.566
  5605	-3.67789e-06	-0.566	0.566
  5606	-3.74826e-06	-0.566	0.566
  5607	-3.84536e-06	-0.566	0.566
  5608	-3.62798e-06	-0.566	0.566
  5609	-2.15888e-06	-0.566	0.566
  5610	-4.19479e-06	-0.566	0.566
  5611	-1.59953e-06	-0.566	0.566
  5612	-4.33646e-06	-0.566	0.566
  5613	-4.36054e-06	-0.566	0.566
  5614	-4.15751e-06	-0.566	0.566
  5615	-3.3655e-06	-0.566	0.566
  5616	-4.02999e-06	-0.566	0.566
  5617	-3.23309e-06	-0.566	0.566
  5618	-3.7763e-06	-0.566	0.566
  5619	-3.65281e-06	-0.566	0.566
  5620	-5.51742e-06	-0.566	0.566
  5621	-4.14414e-06	-0.566	0.566
  5622	-2.97148e-06	-0.566	0.566
  5623	-2.03355e-06	-0.566	0.566
  5624	-4.53615e-06	-0.566	0.566
  5625	-4.68985e-06	-0.566	0.566
  5626	-2.99643e-06	-0.566	0.566
  5627	-4.12007e-06	-0.566	0.566
  5628	-4.01285e-06	-0.566	0.566
  5629	-3.16994e-06	-0.566	0.566
  5630	-4.74201e-06	-0.566	0.566
  5631	-6.21645e-06	-0.566	0.566
  5632	-3.77024e-06	-0.566	0.566
  5633	-4.70799e-06	-0.566	0.566
  5634	-3.48143e-06	-0.566	0.566
  5635	-4.30496e-06	-0.566	0.566
  5636	-2.44858e-06	-0.566	0.566
  5637	-4.25563e-06	-0.566	0.566
  5638	-3.00132e-06	-0.566	0.566
  5639	-5.28606e-06	-0.566	0.566
  5640	-2.70241e-06	-0.566	0.566
  5641	-2.9535e-06	-0.566	0.566
  5642	-3.42136e-06	-0.566	0.566
  5643	-6.07749e-06	-0.566	0.566
  5644	-4.50962e-06	-0.566	0.566
  5645	-4.47579e-06	-0.566	0.566
  5646	-4.05858e-06	-0.566	0.566
  5647	-3.11919e-06	-0.566	0.566
  5648	-2.90042e-06	-0.566	0.566
  5649	-4.17819e-06	-0.566	0.566
  5650	-2.82416e-06	-0.566	0.566
  5651	-1.92838e-06	-0.566	0.566
  5652	-3.49495e-06	-0.566	0.566
  5653	-5.87547e-06	-0.566	0.566
  5654	-4.62057e-06	-0.566	0.566
  5655	-4.86949e-06	-0.566	0.566
  5656	-5.68652e-06	-0.566	0.566
  5657	-2.75355e-06	-0.566	0.566
  5658	-3.04353e-06	-0.566	0.566
  5659	-3.84993e-06	-0.566	0.566
  5660	-2.07995e-06	-0.566	0.566
  5661	-5.37931e-06	-0.566	0.566
  5662	-3.94375e-06	-0.566	0.566
  5663	-2.59979e-06	-0.566	0.566
  5664	-4.08961e-06	-0.566	0.566
  5665	-4.45374e-06	-0.566	0.566
  5666	-4.7155e-06	-0.566	0.566
  5667	-4.30832e-06	-0.566	0.566
  5668	-3.61145e-06	-0.566	0.566
  5669	-5.22347e-06	-0.566	0.566
  5670	-3.90634e-06	-0.566	0.566
  5671	-2.86257e-06	-0.566	0.566
  5672	-2.30829e-06	-0.566	0.566
  5673	-2.96529e-06	-0.566	0.566
  5674	-3.787e-06	-0.566	0.566
  5675	-2.86799e-06	-0.566	0.566
  5676	-4.7366e-06	-0.566	0.566
  5677	-1.67345e-06	-0.566	0.566
  5678	-4.83063e-06	-0.566	0.566
  5679	-3.10044e-06	-0.566	0.566
  5680	-1.90955e-06	-0.566	0.566
  5681	-2.87288e-06	-0.566	0.566
  5682	-4.15027e-06	-0.566	0.566
  5683	-4.0029e-06	-0.566	0.566
  5684	-3.13687e-06	-0.566	0.566
  5685	-2.38096e-06	-0.566	0.566
  5686	-2.20642e-06	-0.566	0.566
  5687	-4.03127e-06	-0.566	0.566
  5688	-3.25151e-06	-0.566	0.566
  5689	-3.69637e-06	-0.566	0.566
  5690	-3.61899e-06	-0.566	0.566
  5691	-1.80827e-06	-0.566	0.566
  5692	-4.35075e-06	-0.566	0.566
  5693	-2.97214e-06	-0.566	0.566
  5694	-2.75803e-06	-0.566	0.566
  5695	-3.12986e-06	-0.566	0.566
  5696	-3.62577e-06	-0.566	0.566
  5697	-4.60345e-06	-0.566	0.566
  5698	-3.21989e-06	-0.566	0.566
  5699	-5.70314e-06	-0.566	0.566
  5700	-3.3618e-06	-0.566	0.566
  5701	-3.50262e-06	-0.566	0.566
  5702	-3.01785e-06	-0.566	0.566
  5703	-3.94009e-06	-0.566	0.566
  5704	-3.8216e-06	-0.566	0.566
  5705	-2.95775e-06	-0.566	0.566
  5706	-4.97023e-06	-0.566	0.566
  5707	-3.85136e-06	-0.566	0.566
  5708	-6.39628e-06	-0.566	0.566
  5709	-4.31898e-06	-0.566	0.566
  5710	-3.35631e-06	-0.566	0.566
  5711	-4.19547e-06	-0.566	0.566
  5712	-3.10356e-06	-0.566	0.566
  5713	-4.94687e-06	-0.566	0.566
  5714	-2.86786e-06	-0.566	0.566
  5715	-5.53266e-06	-0.566	0.566
  5716	-4.71214e-06	-0.566	0.566
  5717	-4.94949e-06	-0.566	0.566
  5718	-2.4919e-06	-0.566	0.566
  5719	-3.35611e-06	-0.566	0.566
  5720	-2.72113e-06	-0.566	0.566
  5721	-3.14919e-06	-0.566	0.566
  5722	-5.18258e-06	-0.566	0.566
  5723	-2.06418e-06	-0.566	0.566
  5724	-4.13196e-06	-0.566	0.566
  5725	-5.06836e-06	-0.566	0.566
  5726	-4.05348e-06	-0.566	0.566
  5727	-2.21484e-06	-0.566	0.566
  5728	-3.58387e-06	-0.566	0.566
  5729	-4.20915e-06	-0.566	0.566
  5730	-3.55662e-06	-0.566	0.566
  5731	-1.69228e-06	-0.566	0.566
  5732	-3.42686e-06	-0.566	0.566
  5733	-2.36759e-06	-0.566	0.566
  5734	-3.08275e-06	-0.566	0.566
  5735	-4.69265e-06	-0.566	0.566
  5736	-3.46004e-06	-0.566	0.566
  5737	-2.81262e-06	-0.566	0.566
  5738	-2.35605e-06	-0.566	0.566
  5739	-3.61232e-06	-0.566	0.566
  5740	-3.10814e-06	-0.566	0.566
  5741	-5.13351e-06	-0.566	0.566
  5742	-3.34446e-06	-0.566	0.566
  5743	-3.02988e-06	-0.566	0.566
  5744	-3.55954e-06	-0.566	0.566
  5745	-4.80666e-06	-0.566	0.566
  5746	-3.13677e-06	-0.566	0.566
  5747	-5.3948e-06	-0.566	0.566
  5748	-3.6878e-06	-0.566	0.566
  5749	-5.43532e-06	-0.566	0.566
  5750	-3.03706e-06	-0.566	0.566
  5751	-4.1562e-06	-0.566	0.566
  5752	-3.39585e-06	-0.566	0.566
  5753	-4.64522e-06	-0.566	0.566
  5754	-4.99455e-06	-0.566	0.566
  5755	-3.77734e-06	-0.566	0.566
  5756	-2.59688e-06	-0.566	0.566
  5757	-3.9933e-06	-0.566	0.566
  5758	-2.9855e-06	-0.566	0.566
  5759	-2.72543e-06	-0.566	0.566
  5760	-3.07479e-06	-0.566	0.566
  5761	-3.34772e-06	-0.566	0.566
  5762	-4.9427e-06	-0.566	0.566
  5763	-5.54627e-06	-0.566	0.566
  5764	-3.42461e-06	-0.566	0.566
  5765	-3.22708e-06	-0.566	0.566
  5766	-4.64819e-06	-0.566	0.566
  5767	-4.57983e-06	-0.566	0.566
  5768	-4.38594e-06	-0.566	0.566
  5769	-3.18795e-06	-0.566	0.566
  5770	-1.92402e-06	-0.566	0.566
  5771	-5.65764e-06	-0.566	0.566
  5772	-4.2985e-06	-0.566	0.566
  5773	-3.01458e-06	-0.566	0.566
  5774	-2.35186e-06	-0.566	0.566
  5775	-4.98008e-06	-0.566	0.566
  5776	-2.24346e-06	-0.566	0.566
  5777	-2.63307e-06	-0.566	0.566
  5778	-3.45556e-06	-0.566	0.566
  5779	-2.70126e-06	-0.566	0.566
  5780	-2.37329e-06	-0.566	0.566
  5781	-3.29083e-06	-0.566	0.566
  5782	-3.40723e-06	-0.566	0.566
  5783	-4.71245e-06	-0.566	0.566
  5784	-3.31258e-06	-0.566	0.566
  5785	-3.65052e-06	-0.566	0.566
  5786	-5.72385e-06	-0.566	0.566
  5787	-3.05129e-06	-0.566	0.566
  5788	-3.97983e-06	-0.566	0.566
  5789	-3.68896e-06	-0.566	0.566
  5790	-2.9951e-06	-0.566	0.566
  5791	-2.41829e-06	-0.566	0.566
  5792	-3.27637e-06	-0.566	0.566
  5793	-4.69295e-06	-0.566	0.566
  5794	-3.71414e-06	-0.566	0.566
  5795	-3.69148e-06	-0.566	0.566
  5796	-2.85185e-06	-0.566	0.566
  5797	-3.94709e-06	-0.566	0.566
  5798	-3.7175e-06	-0.566	0.566
  5799	-4.37353e-06	-0.566	0.566
  5800	-2.46688e-06	-0.566	0.566
  5801	-4.20346e-06	-0.566	0.566
  5802	-3.29621e-06	-0.566	0.566
  5803	-1.80117e-06	-0.566	0.566
  5804	-2.24279e-06	-0.566	0.566
